,text
105,"Another walk through the bluebell woods this morning listening to skylarks, blackbirds, chiffchaffs and song thrushes. May be the last year as #HS2 will close it to the public any time. https://t.co/dkiYXzD2Y3"
106,#NorthernPowerhouse champion and creator of #hs2 refuses to communicate on allegations of tweeting racism.....does he still work for @HS2ltd? https://t.co/hapKkw0xxT
107,Shame they don��t have dogs they employ for detecting ?? ??......they would be very busy working on #NorthernPowerhouse #hs2 ???? https://t.co/D6cqZ9V9Xs
111,Does anyone in #Government care that #HS2 Ltd mislead &amp; mis-inform? On phase 2a the Colwich to Yarlet original plan was for 10 hgv trips a day. It's now gone up to 161 a day. This is not a slight underestimation - it's sheer unprofessionalism and lack of TRUE engagement.
116,More desperate lies by #NorthernPowerhouse now claiming that #hs2 will be ��directly�� connected to #warrington and #Chester....theyve no budget to connect it to #Crewe or #Liverpool....the two locations it was specifically designed to serve! ?????????? https://t.co/80VWWghdLf
118,Yes Grayling should quit but when will @AndyMcDonaldMP &amp; @DanJarvisMP meet with #HS2 Communities to hear the horlix that #HS2 is making of Rail connectivity in the North and Yorkshire Is Labour any more in touch when they rubberstamp Grayling over HS2? #FailingGrayling https://t.co/Td03yVsYp3
121,Apparently the ?14.8 billion already spent on London's trains isn't enough. The UK government are about to donate another ?500 million.\nI dread to think what the final bill for HS2 will be.\n\n#indyref2 #brexit #crossrail #HS2\n\nhttps://t.co/kuzbFY9xBz
122,#NorthernPowerhouse #hs2 #metromayors swing into action tweeting to gain your support..... 21 PR agencies selling #NorthernRail a luxury high speed train that is sucking money away from #educatingthenorth #education #homelessness #housing #nhs https://t.co/IXdoNgTMxj
123,Personally don��t see the benefit of #HS2 lots of negatives though! #Greenbelt @GwynneMP @WillJPatterson @TamesideRT @MayorofGM @SoMuchHappenin  @RosieP4 @2ManyHouses @ExplorerDale @savecountryside @SaveTameside @keepitgreenbelt @James109mMason @CommunityVOP @greatermcr #nature https://t.co/tbgBeOg2Jk
124,18 trains an hour from London ?? Birmingham which have capacities for 1000 people by 2027. That��s a train nearly every three minutes and only taking 48 minutes ?? #hs2 @HS2ltd https://t.co/USaUYwIJjd
129,"A beautiful day in Salford @MediaCityUK - you can bet money that @BBCNews will NOT be covering the ?100,000 million scandal that is #HS2 - even though @RailDeliveryGrp has messed 80% of the Rail timetable this Monday AM. Took the car from Yorkshire. @Nus_Ghani @stephbreakfast https://t.co/8bjcAXCsZv"
133,"By 2024 70% of journeys will benefit from #Digital #Signalling.\n\nBased on 33.3% incr in #pax on #Thameslink just think how many more passengers/trains will be able to use the current #national network.\n\nRemind me,\n\nWhy do we need #HS2 again?\n\n#HS2 sucks @number10gov / @hs2ltd https://t.co/n3SW9JjvQM"
135,Why would you want to remedy a deficit of something that you don't need #HS2 by spending public money that could be spent to create far greater national value and utility? https://t.co/iLQC2lAk7T
136,Cost of #HS2 disruption to community in #Euston is also omitted from the business case #Camden calculate it as at least  ?1BN which will be picked up by locals. https://t.co/yEgicIsQno
137,Do you know how much money is in the #HS2 budget for Crewe?  ?Nowt. It will all have to be provided by local  taxpayers. Have they been told? https://t.co/uwF7OHESyN
139,Looks like another #HS2 conflicts of interest row is brewing with Ernst &amp; Young simultaneously providing due diligence checks on #Carillion to @HS2Ltd at the same time as overseeing the restructure of Carillion. https://t.co/PbmonICM6q
140,"Today��s post set to go straight in the recycle bin. Surprised that the useless t**ts at @HS2ltd have the correct post code finder , seeing as they are using outdated mapping software. As they say it��s going to get messy this series of non information events #HS2 https://t.co/Wqbnc3izPB"
142,This is what happens when you @MayorofGM give #FailingGrayling a blank cheque for #HS2 - time Labour started acting as a proper opposition &amp; challenged Grayling��s lies about HS2 which are bleeding Rail network -especially @Transport4North @SCR_Mayor @MayorRos @AndyMcDonaldMP https://t.co/qOE172tvxX
144,"#HS2 Another Rail Boss bites the dust, and according to the Guardian the new boy is a cost cutter. Bad news for Crewe https://t.co/3HDsnKT6H0"
145,"How much tunnel on #HS1? 24% , how much tunnel on #HS2 South of Bham 29%, How much in CrossRail 1 ? 100% How much Bham to M��cr 21%, How much Bham to Leeds just 2% Yorkshire is being short-changed with an unmitigated #HS2 Route to save cash @Nus_Ghani @LouiseEllman https://t.co/U2Rf2uEF35"
146,#HS2 Phase 2a community impact shows around 433 properties will suffer Permanent Significant Noise and Visual Effects AFTER Mitigation and 336 will suffer temporary noise and visual impact for up to 5 years. No MP should support this now! @LauraSmithMP https://t.co/ju01QqHHZ7
150,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/lE7bonh2IY
151,The #HS2 Phase 2a Select Committee has rejected a tunnel extension that could save over six hectares of #AncientWoodland. Help us #StandUpForTrees and protect Whitmore Wood! https://t.co/ZNR6CgyIyP https://t.co/X9iXCJ0149
152,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/0oWoth2DiJ
154,"However much you try to polish it #HS2 remains a worthless, pointless, regressive and environmentally destructive scam on the UK Taxpayer https://t.co/keYHzI4W0f"
156,"Isn't this getting the cart before the horse? #BIM facilitates infrastructure projects, it's not a reason to build stuff like #HS2 https://t.co/2mxv5G4GMN"
157,Does not make a jot of difference you only have to look at the Chilterns to see AONB means nothing to this and previous Governments. There are large parts of the UK that are now being ruined both by #hs2 and also rampant planning encouraged by lax legislation. https://t.co/2UxqL5hd03
158,"#hs2 is already running well above the ?56Billion that we have been told it will cost hence the reason the MPA results for the last 3 yrs have been treated like State Secrets. The Govt, Dof T &amp; #hs2 are trying to cut costs at the expense of those affected by #hs2. https://t.co/XATlnw7UkT"
159,Actions speak louder than words and actions of #hs2 route shows that Ancient Forests mean noting to them when over 90 are to be demolished or badly affected during the building of #hs2.\nGovt speaks with forked tongue or lies. Prove to us @Number10press that this is not so? https://t.co/xaLTbdC5Ae
160,"The cost of making #Darlington station ready for #HS2 put at ?100m. This is another additional #HiddenCostOfHS2"" ""Tees Valley Mayor urges ?100m scheme forward to 'transform' Darlington station"" https://t.co/pk8MUgRdJE via @bdaily"
162,"Another #HighSpeed line that could be in debt once it is built - this time in #Indonesia. See ""Burdensome #HighSpeedTrain"" @ https://t.co/csNcOYWQFl\n\n#HS2 in the UK also expected to run at a loss!!"
163,"No way would I ever trust a #Tory with a penny! They'll put up #Tax &amp; say it's for #NHSCrisis then spend it on #HS2 or a #BorisBridge &amp; say patients can get to a hospital of their choice quicker!\n\nI've come to a rational decision in life: #NeverTrustATory, and that means NEVER! https://t.co/h3gaap48Y1"
164,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/CfJQpA04Wa
165,Citing that it��s too expensive and brings no benefits.\n#HS2 is costing at least double.\nTime for our own government to wake up? \n@stophs2 https://t.co/RMuogFFKcA
166,"A project in Yorkshire that will create 73,000 jobs using existing rail that is self funding and doesn��t need ?100bn damaging #HS2 @SCR_Mayor ��hint�� https://t.co/y4CAvjxWPQ"
167,#HS2: The brutal reality finally revealed�� https://t.co/1ectDm0oEb  (Unless you have HS2 in your garden you simply cannot understand how we feel.)
168,"As Engineers @garethdennis you must tell the truth about #HS2 - the truth is more residential damage than Meadowhall, more operating cost, more total construction cost, less capacity, more residential noise and displacement, fewer jobs only we campaigners are telling that truth https://t.co/vOGsHknDLQ"
169,"Tasked with making cycling in the city safer and easier... he identifies a diversity problem.\n\nSo the cycle routes that should be built, won��t be built.  The ones which aren��t needed will be?\n\nGod bless the public sector.  Get this man a job on #hs2  \n\nhttps://t.co/hc21wpX8DQ"
170,If our highways continue to fall into disrepair any further we will have the worst roads in the Western World but the fastest train in #hs2 at an astronomical cost. If only a portion of the cost of #hs2 was used ALL roads could be properly repaired. https://t.co/1kGT9DLphT
171,Hey let��s bankrupt the whole UK says rail business group Greengage behind ?100bn White Elephant. Hey lets copy Malaysia &amp; scrap #HS2 : put the money into #NHS &amp; save people��s taxes @the_tpa @hendopolis https://t.co/sCI5oDvHQc
172,#HS2 really does need scrapping.  We all know it is going to be an unmitigated disaster. There will be a public enquiry!  https://t.co/yZshbQoWj8
175,"Listen to  the sound of #birds in the garden last night, with the constant background roar of #road traffic from a distant dual carriageway, yet people object to #HS2 https://t.co/a0fZC5ke6T"
178,Stop HS2 campaigners plan walk along route to protest proposed 52ft viaduct https://t.co/Et8Ioc2oQT #LongEaton #Sandiacre #Toton #Trowell #Erewash #EastMidlands #RiverTrent #HS2 via @stophs2erewash
179,"If one percent of the people who have been ruined by #Hs2 put a hundred pounds in a hat and fought a campaign, #Hs2 would have gone away.  You didn't. So you lost!"
180,2 RTs and 6 likes on this tweet ....it��s been up for a Day......I think the #NorthernPowerhouse is a colossal waste of taxpayers cash designed to pay Osborne and his entourage of taxpayer vampires! #hs2 people.....?18bn is now ?100bn and so far not a penny spent in North! https://t.co/vZQeW7DRT1
181,"#England #Scotland #Wales #Englandhour #scotlandhour #Waleslive it's #hs2 who clearly haven't got a clue on what to do .no clear direction to the cost ,must be hoping @ChrisGrayling will bail out with yet more taxpayers money https://t.co/zGxgsTA2qB"
183,"More evidence here that in #Buckinghamshire, #HS2Ltd are being cagey about the #RealCostofHS2 to #ChalfontStPeter residents:""Village road closed for the foreseeable future amid #HS2 concerns"" https://t.co/I93drlCNGe"
185,Come on #grayling it��s time to accept the truth about #Hs2 from the real experts. #Hs2 costs are spiralling and out of control. There��s a smell of ?120 billion in the air These need it more ��  #NHS #Homelesskids #education #housing #armedforces #defence https://t.co/bc8G2RvinW
186,Meanwhile #HS2 has moved about three inches and emptied the coffers of cash equivalent to about 4.6 trillion hospitals. https://t.co/y6nQKqqwwT
188,"Another train robbery in progress where a rail company misuses compulsory purchase powers to steal private land for a selfish land grab aided by the state. #HS2 is doing same on a massive scale funded by ?100,000 million of taxpayers money @MarkHookham https://t.co/rkAun5u4UQ"
189,#HS2 is another ��vehicle�� where the privileged can take money from the public purse and we get left with the small change. Oh and some get to shave a mere 20 minutes off their journey times.. https://t.co/37zaRREeNS
190,#HS2 Services offered will include time budgeting so as not to waste valuable effort on the outcome of a failed concept. #Carillion https://t.co/lzMZuswAiy
191,"So, the Gravy Train haven't even got a finalised plan for the station at Euston yet, before kicking people out of their homes!  If it wasn't so serious, it would the bloody laughable. #HS2 scandal. @Keir_Starmer @AndyMcDonaldMP https://t.co/NPILElgs3v"
192,EXCLUSIVE: South West ��not getting a fair share�� - MP Pollard https://t.co/V9ixfRcqX6\n\n#LukePollardMP claims that the #SWEngland not getting its fair share of rail investment partlybecause of #HS2
193,"This looks interesting, but I'm not a subscriber: #TransportExtra: ""It��s time for a brave decision, #MrGrayling: cancel #HS2"" @ https://t.co/Cjd1XLlayG\n\n#RogerDavies #ChrisGraylingMP"
194,"Latest Blog : @HS2ltd Prime Directive - Neutralise the Opposition to #HS2 - Deceive, Deny, Distract, Demoralise, \nhttps://t.co/h2P9BnEmku https://t.co/Q55MgHGgLp"
195,#ChrisGrayling must resign : the North has no #HS2 tunnels to protect communities. Lies about Cancelled promised electrification. Ignored our pleas for truth https://t.co/FBvS6wR10f
196,"An afternoon around Halse, near the source of the Great Ouse. Circling Halse Copse I see more hares than I've seen for ages. Pity HS2's cutting will sever the  landscape and take the side off the woodland.\n\nhttps://t.co/JIF1labsFG\n#HS2 #walking #Banbury #Brackley #ramble #hares"
197,"It's ok. #KPMG will be doing the audit. No-one will ever know about the dodgy bookeepung. Will probably come in on budget too, according to the 'audited' accounts. #hs2 #fraud #misery #destruction #debt https://t.co/APgcmHgg0O"
198,We are living through the information revolution not the industrial one. We need to be investing in the tools of the future not the past. #hs2 #obsolete https://t.co/O8yAw4ENYK
201,#HS2: The brutal reality finally revealed�� https://t.co/1ectDm0oEb  (Unless you have HS2 in your garden you simply cannot understand how we feel.)
202,Not sure I'll be around in 2118 but I'm concerned for those who will be. #HS2 is destroying the future #health &amp; #environment for generations to come in #Camden &amp; beyond. Also it's an economic farce. #StopHS2 @UKLabour @jeremycorbyn @Keir_Starmer https://t.co/xu3MXyGnGo
203,Another questionable BBC news report. It seems to have spelt HS2 as Carillion. It forgets to mention that KPMG made HS2 benefits up. It correctly points out that the committees said the regulators were toothless but it would seem the committees are too. #HS2 pension payments. https://t.co/JuvF3D6BOx
204,#hs2 route through #Staffordshire has a simple choice. Destroy masses of ancient woodland or extent a tunnel. #hs2 wanna kill that woodland. #destroy #decimate #destruction #misery #debt https://t.co/llXQqdP33S
205,There is more than a chance to save England from this train. Join the fight against #hs2 ! Save masses more than Whitmore. https://t.co/5kUTrGfS3C
206,"Another mp that doesn't, on any level, represent the constituency they were elected for. Stop #hs2 stop paying lip service. https://t.co/MtOL4cHkIg"
207,Not when #hs2 destroys everything in it's path. Even the #Amazon has started protecting the remaining forest. #hs2 kills all. https://t.co/oKaU2DgcwZ
208,#hs2 will cause #extinction #hs2 will cause #misery #hs2 will #destroy #hs2 will create national #debt #hs2 is not supported by the populous. #hs2 is #evil. https://t.co/PBQMnImxuX
209,"Why are @transportgovuk Chris Grayling, @theresa_may @HeadUKCivServ @AndyMcDonaldMP @CommonsTrans ignoring rail experts.....this piece on #hs2 just obliterates it and confirms what we already know.....it��s going to be an utter disaster! https://t.co/WSPX3ifWpb"
211,"""Although they don��t say it publicly, politicians of all parties are reluctant\npassengers, trapped on a journey they would rather end but too ashamed to pull\nthe handbrake."" Great artilce @PhilAldrick Time to do the right thing &amp; scrap #HS2 @Conservatives https://t.co/9A7LOGaInR"
212,A Liberal Democrat from Yorkshire destroys the Case for #HS2 - why wasn��t he listened to by our party in the past ten years? : #FailingGrayling #GraylingGo https://t.co/gfq4Tk8m71
213,National Democracy Week : try listening to the 94% of Yorkshire people ignored by #FailingGrayling who voted in @hs2ltd Consultation to reject #M18EasternRoute #HS2 @cabinetofficeuk https://t.co/X1HQNup1CH
214,The #HS2 Phase 2a Select Committee has rejected a plan that would save over 6 hectares of #AncientWoodland. Help us fight for a tunnel extension that could save this #woodland! https://t.co/Adq8vPDK1u https://t.co/CcUSXUhu2X
215,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/10CKu5Lwmi
216,Article below: What a High Speed 2 #Railway #Station at Manchester #Airport could look like. #Trains would travel through a tunnel to #Manchester Piccadilly station. Critics of #HS2 say it is too costly and not needed. (#UK #StopHS2 #Rail #Train #Railways) https://t.co/ReApptLNxA
217,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/ZLfWoigbqr
219,The vanity project #hs2 would shorten journey time to London by 30 mins. However the journey to the new terminal would take 40. Electrification would have made the ��saving�� negligible so was abandoned. By time it��s In telecommuting will have made it redundant
221,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/MgbDoBHXJE
222,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/kGMw6XSiAi
224,Yes &amp; they're holding this wonderful event during the day when most folk affected by it in the Coleshill area are at work. Typical of the #HS2 crooks! https://t.co/MPa9oYIZy4
225,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/UaBhVGEe6G
226,"1/2 Next chapter in the saga of #Crewe's #HS2 station as the extent of the need to re-model the station becomes clear. See #BBCNews ""Crewe station needs altering for HS2, council says"" @ https://t.co/PxBVOuQgOx\n\nThus piling more expense onto the #HiddenCostOfHS2"
227,In Ireland they would have a referendum to scrap #HS2 and respect it. We did have a referendum consultation and 94% of Yorkshire voted against the proposal and Grayling ignored it https://t.co/Qnd4EapSLP
229,Grayling lies over electrification just as he lied over #HS2 route and New Crofton Depot move. He lied about listening to Yorkshire people who voted 94% to 6% to reject the M18 Eastern Route in favour of the consulted Meadowhall Route. We called for his resignation in 2017 https://t.co/u0n7aRTej7
230,May I add an exclamation mark? Therefor @Andrew_Adonis it will be far better for the country to spend money on cross-country links for #Railways instead of #HS2! https://t.co/c3hZxPttr5
231,https://t.co/7pdUfKEie2 We could learn a few lessons from Californias HS experience. Twice the cost and 10 years late #HS2 Sounds familiar https://t.co/uVhstECTSU
233,How much money has been spent on #NorthernPowerhouse on actually building something? Its flagship project #hs2 is all run out of London and so far ?3bn on consultants and design......nothing for North.....is it just a vehicle for Osborne to keep getting paid?
