,text
68,"Fantastic to see huge business support for @HS2ltd in today’s Financial Times. We’re committed to #HS2, a project that will create extra capacity on our rail network, improve connections and deliver around £90bn in benefits for the UK #HS2AllTheWay https://t.co/ZZcV0hdE8U"
72,#bbcaq \n\n.@shamichakrabar1 happy to take up seat @UKHouseofLords where she votes on national policy but weasels out of giving an opinion on #HS2 - an @UKLabour vanity-project in origin - despite being invited on the programme as a #Labour spox. https://t.co/zaVlMljHut
74,"But don't just take my word for it. Former #Kenilworth councillor and Warwick District Council leader Andrew Mobbs admitted after losing his seat to the #GreenParty: \n\n“On the doorstep, #Brexit and #HS2 were the main concerns of the residents."" \n\n#Greenwave #Greensurge https://t.co/MhZ0OUS7RJ"
86,#hs2\n\nI thought they were going to be ‘open and transparent’\nJust more fine words\n\nWritten question 252461: Dame Cheryl Gillan 09-05-2019 - UK Parliament https://t.co/RT6J1YtCJM
89,London | #OldOakCommon inspectors flag ‘potentially show-stopping’ issues with development around #HS2 station site in West #London\n\nhttps://t.co/4lgV2ab6EB
91,Rudd: new PM must press ahead with HS2 https://t.co/MIhmnbLUGR And they surely will - because cancellation would be prohibitively expensive whatever they may say at the hustings. Build #HS2.
93,Work is well under way at the #HS2 site on Curzon Street in #Birmingham 🚄 This old student accommodation will be demolished for a new station  \n\n#HeartNews https://t.co/0HJfYqH4oC
96,In other words we are going to wing it and hope for the best #HS2 @tonyberkeley1 @CherylGillan @AndyMcDonaldMP @trussliz https://t.co/0RdPVGXI0t
99,"#HS2 ltd they really don't have a clue.\n""This summer HS2 will be attending a number of events along the line of route for Phase 2a."" .. ""come and see us at the Royal Cheshire show""\n\n1/ Cheshire showground is in 2b\n2/ HS2 goes through showground\n3/ HS2 goes down like cup of sick"
109,"HS2 is underway and already delivering benefits, including investing in jobs, skills and delivering innovation 🚆\n\nWith 9,000 jobs already being supported around the country, find the right role for you ➡️ https://t.co/hoPOiuSuF6 #HS2 #IndustrialStrategy https://t.co/eNJEU8K7gl"
114,"RT @mhclg: Communities Secretary and #MidlandsEngine Champion @JBrokenshire has welcomed the news from @HS2ltd that #HS2 now supports over 9,000 high value jobs with thousands more to be created around the UK as the project progresses. https://t.co/nSAJ2Cvmoa"
115,"Interesting scheme co-routing HS2 and NPR https://t.co/h9SC21pA61 Two cul-de-sac termini at Leeds and Man Picc would lead to a wasteful, south facing railway. The North's biggest cities should be connected to each other  #hs2 #npr #tfn #tfgm #dft"
117,"The north must be at the front of the #transport queue, says @AndyBurnhamGM. #HS2 is the catalyst for making that happen: https://t.co/hH9UylTEGV"
128,"Early start this morning off to London for the #hs2Claimants Agent Forum to discuss how in our view #HS2 can improve on their processes, assisting #claimant clients and so being able to deliver their project."
129,"The costs of #HS2 appear to be out of control and could threaten plans for more essential upgrades to the #rail network in the north, according to peers. https://t.co/C7B2EgjLvD #engineering #civils #railnews via @ConstructionEnq https://t.co/NUn5FT1zt1"
131,This was posted a day ago. It's had 3 likes including 1 from @HS2ltd and 3 adverse replies. Contrast that with the huge interest in the 28 alternatives to #hs2  this week and the @LordsEconCom report yesterday and you get the popularity (NOT) of #hs2 https://t.co/dJPC2rYnPi
132,"Another week nearly over and another week closer to a new course for @whgc1886. Important for all to note that during this #HS2 work, there’s still a course to play! @staffsgolf #lichfield https://t.co/cz2E3EW4gP"
136,"The costs of #HS2 appear to be out of control and could threaten plans for more essential upgrades to the #rail network in the north, according to peers. https://t.co/X9C0vnXmhp #engineering #civils #railnews via @ConstructionEnq https://t.co/oO2B3yXtJ8"
140,"#HS2 has supported record levels of Foreign Direct Investment in to the West Midlands, with more than 9,000 new jobs created in the #MidlandsEngine.\n\n#Didyouknow HS2 is Europe’s largest infrastructure project costing more than £50bn.\n\nRead the full story: https://t.co/SQ6SyuAmvi https://t.co/RUyyZdT2He"
141,"Chris Grayling used to deny any problems and say Crossrail was ""on time and on budget"" \n\nDespite multiple red flags he now denies any problems with #HS2 \n\nhttps://t.co/8VkN3RVByb"
143,"#RT @tradegovuk: #HS2 has supported record levels of Foreign Direct Investment in to the West Midlands, with more than 9,000 new jobs created in the #MidlandsEngine.\n\n#Didyouknow HS2 is Europe’s largest infrastructure project costing more than £50bn.\n\nRe… https://t.co/qB72Ofv2ij"
144,"HS2 | The launch of a £1.5bn contract to upgrade the #HS2 #Crewe station is being delayed, New Civil Engineer can reveal, with the contract delayed until at least June. \n\nhttps://t.co/EBX0dZC3KF"
150,We have added new roles to the website for the HS2 project!\nClick the link to find out more: https://t.co/gvb7XTlI2n\n\n#constructionjobs #engineeringcareers #hs2
151,#HS2 #WorserAndWorser\n\n'We assumed that the [costs/savings review] work  would have been done as a matter of course – you’d expect these questions to be addressed and we were surprised that nothing had been done'\n\nhttps://t.co/G82CmvG0Y8\n\n&gt;@jonsnowC4 @Channel4News
152,Work to prepare for #HS2 continues in central #Birmingham. Utility surveys are being carried out on Bordesley St and Priory Queensway - this will require phased parking suspensions and pedestrian diversions from 20 May. https://t.co/8NakswJy8A
153,"Just watched #HumanJam @CamdenPT. This production deserves your attention! Not only is it informative about what is happening to locals affected by #HS2 (dead or alive), it is also an extremely powerful &amp; moving piece of theatre. If you care about real people, this is a must-see."
157,Recommended #WeekendReading: \n£55.7 billion High Speed 2 is due to open in 2026. But between now and then there is a lot of work to be done. We talk with HS2 Ltd Supply Chain Manager Robin Lapish about the procurement and contracts. https://t.co/nx2omDuMJ2 #Irishbuilding #HS2 https://t.co/kB5L8Ev1hm
158,"Conservative leadership contenders should not vow to scrap #HS2, the transport secretary has said https://t.co/GbugHgxPDb https://t.co/Alhn25S73W"
159,"Conservative leadership contenders should not vow to scrap #HS2, the transport secretary has said https://t.co/G7jPuCJTJC https://t.co/shedbYjkRq"
160,"#HS2 now supports 9,000 jobs around the UK. https://t.co/NxSkZA25jd"
166,Our Euston #HS2 site team wearing their purple hi vis with style! Every penny we raise during #MakeMayPurple will go straight to @TheStrokeAssoc 💜 https://t.co/nQHac1AP7p
167,"Our #EustonGreenLink and @DrummondStLdn branded way-finding was installed outside Euston station today! This signage will help to create a sense of place and inclusivity, as well as encourage visitors, residents + employees to explore the route. #hs2 https://t.co/hB7qmGhryC"
172,"#HS2 now supports 9,000 jobs around the UK. https://t.co/NxSkZA25jd"
177,HS2 opens new office in Manchester as work on the first phase from London to the Midlands is already underway at more than 250 locations. #Cheshire #HS2\n\nhttps://t.co/yAiVLYY8KI
179,"Weekly Wrap | When things go wrong in #construction and #engineering, who gets the blame? The war of the words over the #Crossrail delay continued, and the House of Lords turned up the heat on #HS2 this week \n\nhttps://t.co/69m2rBeay0"
180,"Women in the #WestMidlands are being encouraged to choose a career in the #construction industry, with #HS2 keen to ensure that more women benefit from the 30,000 jobs created: https://t.co/C85cFWs1lN https://t.co/Lt3MXHZQSw"
185,Even the good Sir John Armitt supporter of #HS2 says rail freigh does not work for parcels - which is the main growth area for freight https://t.co/catzm0qb83 https://t.co/Mn7Oehjnqs
189,"Great week spent reconvening the APPG on Bees and Pollinators, visiting #HS2 site in Euston and playing charity football. Take a read of my newsletter for more. If you would like to receive a copy of this newsletter, sign up here: https://t.co/3nLjfbSxdW"
192,"Following announcements that #HS2 has already supported 9000 jobs, @cbimatt sets out why its key that this critical piece of national #infrastructure is delivered in full, boosting economies across the #North and #Midlands https://t.co/J6uZHIkZEv"
198,"#HS2 contracted companies\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nChambers of Commerce Patrons\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nBusiness Leaders for HS2\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nSee how it works? https://t.co/2AzIz3ZfZP"
199,"The only region supporting #HS2 is London\nBeing built from London\n2 stations in London\nMassive redevelopment of prime real estate in London\nThe 17 PR companies based in London .\nGeorge Osborne created the Northern Powerhouse, lives in London\nVested interests registered in London https://t.co/qfQbAHxsMR"
205,"""The North needs both #HS2 and #NorthernPowerhouseRail, with a station in Bradford"" says @cllrjudithblake as leaders from across the #NorthernPowerhouse come together to emphasise the importance of both projects to the North 🚆 #NextStopBradford https://t.co/dPGceiMG7L"
206,"#HS2 has supported record levels of Foreign Direct Investment in to the West Midlands, with more than 9,000 new jobs created in the #MidlandsEngine.\n\n#Didyouknow HS2 is Europe’s largest infrastructure project costing more than £50bn.\n\nRead the full story… https://t.co/mimGf6s83n"
208,Cadbury students have made it to the finals of The Fast Trackers Engineering Project. They have presented their ideas for a new High Speed Rail from Birmingham to London #fasttrack #hs2 #engineering #discover #proud  #yourcadburyyourfuture #servingthecityofbirmingham https://t.co/jcbkmflbY0
211,"When BBC get accused of bias I never believe it but yesterday was really rather suspicious! #hs2 was covered on @bbc5live @BBCBreakfast BBC Regional news, @BBCNews and @bbcquestiontime! Each program had advocates connected to #hs2 or #NorthernPowerhouse set up to speak for it!?"
220,"Professor Overman, Top Economist London School of Economics, resigned from HS2 advisory panel  - #HS2 Benefits mostly 'made up' https://t.co/3K8L5GGFnY"
221,"Women in the #WestMidlands are being encouraged to choose a career in the #construction industry, with #HS2 keen to ensure that more women benefit from the 30,000 jobs created: https://t.co/C85cFWs1lN https://t.co/JwPsrOWanJ"
222,"#HS2 is an investment in the country’s future. We are proud to add support to the letter in today’s @FT to ensure HS2 goes all the way to the Midlands and North, creating the uplift needed to rebalance the economy and provide opportunities. #HS2AllTheWay https://t.co/HJd7ydbq0J"
223,We're looking for ecologists to work on HS2!\nIf you know one make sure to refer them to us: https://t.co/TOC50Z9CMe\nIf you are an ecologist follow this link to apply or contact Steve.Castle@carmichaeluk.com: https://t.co/EmofCCgl4B\n\n#engineeringcareers #HS2 #ecology https://t.co/2jm6kyKp4Z
225,"Women in the #WestMidlands are being encouraged to choose a career in the #construction industry, with #HS2 keen to ensure that more women benefit from the 30,000 jobs created: https://t.co/C85cFWs1lN https://t.co/AOe6lzJNZq"
229,"Dame Cheryl Gillan on Department for Transport, Q: what the latest estimate is at today's prices of the value of the properties that HS2 Ltd have purchased...  https://t.co/QRKK6FMu4H A: £2.3bn up to March 2019 #HS2"
231,#hs2\n\nWill there be security guards as at previous events?\n\nHS2 pop-up engagement space encourages communities to get involved - https://t.co/94VLkeaDru https://t.co/scKTQsvcXx
233,Great to see @AJonesMP from @transportgovuk visiting #Birmingham to see the transformation that #HS2 is already delivering for the city: https://t.co/3F0gYQzqnX
234,Recommended #WeekendReading: \n£55.7 billion High Speed 2 is due to open in 2026. But between now and then there is a lot of work to be done. We talk with HS2 Ltd Supply Chain Manager Robin Lapish about the procurement and contracts. https://t.co/nx2omDuMJ2  #Irishbuilding #HS2 https://t.co/vxWxzG4yb6
241,"#Women in the West Midlands are being encouraged to choose a career in #construction , with @HS2ltd keen to ensure that more women benefit from the 30,000 jobs they say the project will support. #Diversity #demand #HS2 #Job @UK_CW @WIC_UK_Magazine @WIC_DC @WomenInConst @ldcaWIC https://t.co/qCngIHS5DQ"
245,"A great read! Britain's brand new railway #HS2, will encourage #women to kick-start their #construction careers. 👏👷‍♀️ | Routes into Construction for Women via @GOVUK https://t.co/203aZU3X7F"
246,"Alison Munro was appointed Managing Director of Development at High Speed Two Limited #HS2 in September 2014, following 5 years as Chief Executive. she was replaced by a man on SIX times her salary https://t.co/1NxL8qNset"
250,"Don't miss the latest News On the Go from \n@Manuel_TSSA\n - with updates on Northern, Network Rail and major news on #HS2\n\nhttps://t.co/swIHecPU9i https://t.co/5FvdUZRTxr"
257,Looking for a little reading material on this quiet #BankHolidayMonday? \n\nHere's a blog post from our AD @mrbrianlogan on creating #HumanJam with the people of Camden to protest against #HS2\n\nhttps://t.co/wXaZGz7pR3\n\nPlaying May 7-25\nhttps://t.co/xylH2SlD03 https://t.co/sTVr9VzPVD
258,Environment Monday - Is HS2 environmentally justifiable?\nhttps://t.co/pMpLKOtGuy\nMy views on whether #HS2 can be justifed from an environmental perspective
262,"Looking for your next read? Check out @TravelscribeUK’s The Country of Larks, out now!  https://t.co/g1LZ9ni7kO #CountryOfLarks #goodreads #HS2  #chilterns https://t.co/UR8cNxFAre"
263,"HS2 Ltd is overseeing a new scheme based in Birmingham, aimed at increasing representation of women in the construction industry\nhttps://t.co/ba4bbKPFgz\n\nVia @goveuropa \n#hs2 #diversity https://t.co/swhd96K3MN"
267,"👷🏽‍♀️🛤 Are you an engineer wanting to push forward your venture in modern engineering? Or want to be trained to perfection? @HS2ltd are more than just a railway &amp; are looking for motivated engineers to join the team! Join the great venture, today: https://t.co/gf3Y7pZTwr\n\n#Hs2 https://t.co/t5AdZeEA4U"
277,Make more use of East Coast Main Line rather than #HS2 - @yorkshirepost letters https://t.co/SXWzQjgcVL @JayMitchinson @IanDayPix #NorthernPowerhouse #Yorkshire #Leeds
284,Encouraging &amp; exciting news from speakers @andy4wm  @Corin_BCCC alongside Sarah Middleton @blackcountrylep &amp; Professor Geoff Layer @wlv_uni at today's #BCBF_19 launch event #construction #investment #housing #retail #education #skills #transport #HS2 #energy https://t.co/vEdzZ7bLFJ
287,Our response to the Lords Economic Affairs Committee report:  https://t.co/XSUdgxJZjr  We say it's time for the UK to think internationally; a full #HS2 route is part of the infrastructure needed for us to be that global player. And our local economy enjoys huge benefits too.
288,"#HS2 has confirmed that work on Britain’s new #HighSpeedRail project is now supporting 9,000 jobs around the country. https://t.co/lJvT9oWzu6 https://t.co/8tnHQNs4rF"
298,#radio4today #HS2 The Costs do not appear to be under control (approx 2:36 in interview with Lord Darling) https://t.co/ZYCJbJUjL3
299,Our final speaker @SWWren Director of Communications @WestMids_CA talks about delivering campaigns which include #HS2 and #5Gtestbeds #GovCommsPlan https://t.co/8FM6dLnbRj
302,"We're excited about our 2019 Annual Conference, which we're holding in #Manchester next month. We're looking forward to welcoming @MayorofGM and others to discuss the far-reaching benefits of #HS2 and #HighSpeedRail: https://t.co/BjGnZzSxfY https://t.co/4tc0xEW6pZ"
304,Was very moved by the brilliant #humanjam @CamdenPT last night. Political theatre with a massive heart. Asks questions that I can’t answer: what do we owe the dead? What is the real value of shared land? Beautiful evocation of community onstage and hard questions for #HS2
307,We're looking for ecologists to work on HS2!\nIf you know one make sure to refer them to us: https://t.co/Xhg8ab8TZV\n\nIf you are an ecologist follow this link to apply:\nhttps://t.co/QO9B8NDoAd\n\n#engineeringcareers #HS2 #ecology https://t.co/JwCNEl2WhY
308,"Well, discussing the far-reaching benefits of #HS2 should take all of two minutes - what next - An interpretive dance by Lord Adonis? https://t.co/M6KbgmQhfW"
315,Monies could fund 28 infrastructure projects with £4bn left over. #HS2 #HighSpeed2 #Infrastructure #Roads #Rail #Cyclelanes #Environment  https://t.co/dEpR5jt0ib
316,We have reaction from China as US imposes trade restrictions on Chinese telecoms\n\n#HS2 requires a major rethink - is it too late to focus on improving rail links in the North? \n\nTake inspiration from the 70 year old grandmother who cleaned 52 beaches in a year #finalstraw https://t.co/myS9io62cj
321,NOTE TO GOVERNMENT Wildlife rather likes it's habiat  a trifle overgrown and 'untidy' Mother Nature given helping hand by #HS2 ’s Green Corridor https://t.co/YQma0wUlGH
329,#Netting #ParliamentaryDebate we need a cross party consensus and consultation with  #NetworkRail #HS2  and Local Council Protecting #Roosting sites discussed #Nestsnotnets
331,Great to see strong support for #HS2 from Sheffield Chamber of Commerce &amp; Industry: https://t.co/T8sxKW88SA https://t.co/MUPKUSEoFA
335,Support for #HS2 has always been low in the North. Northern Powerhouse Partnership like to pretend otherwise. https://t.co/EJ0CESs4bQ
336,"Women in the #WestMidlands are being encouraged to choose a career in the #construction industry, with #HS2 keen to ensure that more women benefit from the 30,000 jobs created: https://t.co/C85cFWs1lN https://t.co/t9OVv15S6E"
340,The UK is struggling with the #HS2 project but look what Spain comes up with. Public transport on another level altogether. https://t.co/hdNuID4aCc
346,"An awesome evening listening to @balfourbeatty and their #hs2 story, looking forward to tomorrow @STEAMhouseUK to see what ideas can be implemented! Especially... drones...! Might bring a few in! #BBVSTEAMlabs"
348,"STEAMHouse HS2 STEAMLab in progress.\n•\n•\n• @sculpt____ What a great start to the STEAMlab HS2 event at @steamhouse_uk this evening, looking forward to getting stuck into some big ideas tomorrow!\n\n#BBVSTEAMlab #hs2 @balfourbeatty #VINCI #ideas #creati… https://t.co/cUPUbhnrl8 https://t.co/5yeHyO87CI"
355,"HS2 stations better jobs &amp; opportunities locally, delivering a Britain that works for everyone, Curzon Street station potentially creating 36,000 jobs &amp; £1.4 bn for regional economy. Find right job for you, visit: https://t.co/RL9tRYpKsk  #HS2 #industrialstrategy #midlandsengine https://t.co/uQSeNPdiCb"
357,"Communities Secretary and #MidlandsEngine Champion @JBrokenshire has welcomed the news from @HS2ltd that #HS2 now supports over 9,000 high value jobs with thousands more to be created around the UK as the project progresses. https://t.co/GNmV3GBZFN"
362,We agree. Turning #HS2 and other regional #rail improvements against each other is a false argument. The north needs both to happen to release its full potential. https://t.co/tTooy6B5bm
363,"Women in the West Midlands are being encouraged to choose a career in the construction industry, with HS2 keen to ensure that more women benefit from the 30,000 jobs the project will offer.\n\nRead the full story 👉 https://t.co/3GQ4chhwLa\n\n#Womeninconstruction #HS2 #Jobs https://t.co/XT9fgdJGms"
364,TfWM and @WMRailExecutive are disappointed by the new House of Lords report which fails to acknowledge the substantial economic benefits and transformation in journey opportunities that #HS2 will bring to the West Midlands region.\n\nRead more: https://t.co/REh45OOI5C https://t.co/LetGwb6UMj
373,"How's this for an example of declining @BBCNews standards? No link, &amp; factually incorrect. It's a tiny sub-Ctte, not the HoL. In fact, the House of Lords voted to build #Hs2 Phase 1 by 386 votes to 26, giving the project a massive majority of 360! @rail @njak_100 @chris_railway https://t.co/uuaAmS0Ftt"
376,"#HS2 contracted companies\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nChambers of Commerce Patrons\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nBusiness Leaders for HS2\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nSee how it works?\nhttps://t.co/IdzDe7EdEl"
380,"HS2 is the biggest investment in the skills base in decades, delivering a Britain that works for everyone by providing better jobs🚄https://t.co/RL9tRYpKsk #MidlandsEngine #HS2 #IndustrialStrategy https://t.co/v8i9afkc8c"
384,"Failure to build #HS2 would be a “disaster” for the economy in the Midlands and North of England, the Treasury has been told amid growing concern that the project could be scrapped. Find out more ⏩ https://t.co/054ShiBDLS https://t.co/QMzpB8wsry"
386,Regional leaders call on the Government to commit to the full delivery of #HS2. Read more here - https://t.co/uSlcDPQBH3 https://t.co/r2n6DCwjuG
391,"HS North scheme for Manchester Piccadilly station. No major expansion outside railway boundaries required. A segregated through route with underground platforms.  Manchester, Leeds and Sheffield all through stations. No need for #HS2 @NetworkRailMAN @AndyBurnhamGM @LucyMPowell https://t.co/ctMQ4BU890"
397,"#hs2\n\nMore spin-just hope they remember to water them!\n\nMix 96 - News - 350,000 trees planted by HS2 https://t.co/WKuyYbp03G"
399,Hello @MSDintheUK. #HS2 say they have to shut a crucial local school road in exam season because of commitments to you. Is that true? Could you step in and help?
413,Strong argument from @MayorofGM - #HS2 can act as a catalyst for increased capacity at #Birmingham and #Manchester airports. https://t.co/sZ0NXzaZQU
417,"#DCFCfans travelling to the #EFLPlayOffs will be able get to the capital in under an hour on #HS2. Our trains will be faster, more reliable and have more seats, meaning more time to enjoy the big game #Wembley. Find out more: https://t.co/3IBepZfTeh"
427,So now the 'existing lines' are #HS2 - we could adopt that universally and save £110Bn - simples. Thank you for the explanation Alisdair https://t.co/cxFglbPPTr
433,Strong argument from @MayorofGM - #HS2 can act as a catalyst for increased capacity at #Birmingham and #Manchester airports. https://t.co/sZ0NXzaZQU
451,"Morning @seatsixtyone I saw you tweeting and wondered what your thoughts are on #HS2 and whether you’ve seen this, which I was involved with. https://t.co/G6pnQKURa7 I will take cover as people tend to hold strong views one way or the other 👇"
455,"On Wednesday Matt Bishop will complete his @WalkHs2. Join him for the final stretch, 12.30 at Mornington Crescent for a stroll into Euston. Bring your #StopHS2 t-shirt if you have one! #HS2 https://t.co/V10cCMJeQH https://t.co/0FZZZGL7a4"
459,"I'm watching a programme about the building of the Grand Union Canal, at one stage the work was delayed for eight years because it was four times over budget, now what does that remind you of, #HS2 perhaps? 🤔"
462,BCC: Delivering all of HS2 is vital to unlocking economic growth https://t.co/7L0VEJWYwN Build #HS2.
464,Looking forward to hearing John Grimshaw’s presentation on providing cycling and walking interfaces with #HS2 in Reading on Monday 13 May. John is famous for setting up #sustrans and developing #nationalcyclenetwork . Book at membership@ciltuk.org.uk quote TVG0372 #cilt
499,#MCFC fans travelling to #Wembley for the #FACupFinal would be able to get from Manchester to London in just 1hr 7mins with #HS2 trains. Read more here: https://t.co/gPiIh5kOcq
501,"17 #HS2 PR Firms, panicking at the prospect of losing massive fees, come up with a load of 'balls'  Football fans score extra time with #HS2 https://t.co/FwMiQhhr4p"
502,Antis claim that 80% of the UK opposes #hs2. The latest YouGov poll exposes that claim. The work of Northern &amp; Midlands leaders and events in London have turned opinions. Expect them to continue to swing in Hs2's favour. #stophs2isdead @NP_Partnership @MidsConnect @henrimurison https://t.co/SXQEfAb16L
505,"The prospect of a third runway at Heathrow is “dead as a Norwegian parrot,” according to transport secretary Philip Hammond. #HS2 #Nimby https://t.co/mxiNu2tuA9"
507,"The Visit #Buckinghamshire #Business Advisory Service (VBAS) aims to support #businesses, including those in the supply chains of affected retail and tourism businesses, that face disruption from the construction of #HS2. For updates and information: https://t.co/C4aTBFPbSX https://t.co/bA1FXLo7TJ"
509,We really do like to see investment in #infrastructure and are generally supportive of #HS2 but this report by @LordsEconCom clearly articulates stinging criticisms of @GOVUK ‘s baffling business case. Worth a read. Brilliantly written. https://t.co/H4O2UDHCKw
513,"Women in the West Midlands are being encouraged to choose a career in the #construction industry, with #HS2 keen to ensure that more women benefit from the 30,000 jobs they say the project will support: https://t.co/isxuQU4EqD https://t.co/ReJmlbkKN7"
521,"HS North Leeds Station Plan - West Yorkshire's primary high speed rail hub.  No major expansion outside existing boundaries required. Fully integrated Through Station for fast services, clear of local traffic. No need for #HS2 @Carmel_Harrison @BBCLookNorth @yorkshirepost https://t.co/LLNHsYRMej"
523,Another blog today looking at the madcap rebadged #HSUK masquerading as a credible 'alternative' to #NPR. https://t.co/tK7nIXhUvZ #hs2 #stophs2isdead
530,"#HS2 contracted companies\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nChambers of Commerce Patrons\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nBusiness Leaders for HS2\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nSee how it works? https://t.co/0I5BKdss93"
533,"The content of this excellent #HS2 article by Simon Jenkins is more true than ever. Although it does look like the White Elephant is almost dead,\nhttps://t.co/OvC9SrOsyt"
534,"A simple question.\nWhy is #HS2 proposing to build Two, yes Two, Mega £Billion stations, only 5 miles apart in London, as the first stage of the project. Stopping at both, then non-stop to Brum ? https://t.co/Bvul91INOP"
538,"#HS2 will help people access jobs, it will help businesses connect with each other and their customers. It will integrate with Midlands and Northern rail schemes to transform the economic geography of Britain #HS2alltheway https://t.co/NT1kcAztyy"
542,"Government will ignore protests over #HS2 project and build it ""right across the country,"" says Rail Minister. https://t.co/ooh1cXHE9R #rail #transport #BorisJohnson #Raab #BrexitParty #Harrogate #Knaresborough #Tories"
544,"Just emailed an offer to attend  conference on: ""the transformation city centres &amp; city regions will see as mass investment &amp; development happens due to the arrival of #HS2 to each &amp; every region.""\n\nA fun Neoliberal day out for all the family - just £179 (each)."
546,Midlands leaders. #HS2 needs to be delivered. However it’s not just about speed. It’s about capacity and the opportunity to rebalance the national economy. #BENetworking @balfourbeatty https://t.co/dT194Iab4n
550,"RT transportgovuk: #HS2 is supporting 9,000 jobs around the country. \n \nWe chatted with Lois, a rail apprentice WSP_UK who is working hard to deliver hs2ltd https://t.co/tZ7fboXlW1 👩🏼‍🔧🚆\n \n#IndustrialStrategy #FireItUp #HS2AllTheWay https://t.co/LL3wEOfvOW"
553,"#TRFC fans travelling to the #EFLPlayOffs will be able to save over an hour on their journey to and from the capital on #HS2. Our trains will be faster, more reliable and have more seats, meaning more time to enjoy the big game #Wembley. Find out more: https://t.co/TAoY4NSo7B https://t.co/SbmnGeq1WU"
558,An engineering college for HS2 has ditched 'high speed' from its name...but why?\n#HS2 #engineering #education #opportunities\nhttps://t.co/TyNSprZr3D https://t.co/4XEzMfS9jc
562,A reminder that climate change alarmism is often used as a pretext by powerful special interests to impose policies that benefit them financially but in reality don't help the environment (see Chapter 5): https://t.co/ewIDJ73cKp #HS2
