,text
17,Idiotic to UP #taxes. The £1 has devalued 20% against the US $ since #Brexit drums &amp; against most currencies! So Everything imported UP! With #China stamp on it. Food banks rampant. Pensioners (on basic pension only) povertous &amp; now being killed off by #covid-19. \nFk taxes &amp; #HS2 https://t.co/bgwUSgVRTw
18,"I wrote a piece about Britain's remarkable ancient woodlands and the threats these irreplaceable habitats face, including #HS2. I'm deeply grateful to @butnorain for beautifully illustrating the post as they document what stands to be saved or lost. https://t.co/LDxnVRec34"
19,Should anyone be above the law? #HS2 lies #lockdown lies https://t.co/lj0uvpV83t
20,"#AskRishi Why is the #behemoth of #hs2 going ahead? .@RishiSunak HS2 threatens 350 unique habitats, 67 irreplaceable ancient woods, 30 river corridors, 24 SSSIs plus hundreds of other sensitive areas. Stop #Ecocide &amp; live in a new way. #NHSnotHS2 #homeworking"
21,"What's happening here is illegal, and cruel.\n\nIf you support RSPB, RSPCA, if you can't stand the torture and death of animals - #HS2 development is a stunning effort to enforce that needless destruction. And now, during nesting season? A pandemic? A #biodiversity emergency? https://t.co/51YLrD390t"
23,"Just waiting for the government to stop helping people on furlough because we don’t have the money, while saying nothing about what the #HS2 bill is this week. We do have the money, this gov is still choosing vanity projects over the public health @LBC @mrjamesob"
24,Where am I living - #HS2 is a ridiculous project costing millions we simply do not have -it is cutting down huge swaths of ancient woodlands -the protests are peaceful but the heavy handed bailiffs are not following social distancing or the law- all this is happening now #stopHS2 https://t.co/HQj8xlFzzZ
30,"A Tory MP: ""You need to get control of which science you BELIEVE in""\n\nTranslated: ""Gov science is unlike real science, it contains belief, greed, stupidity + the possibility of losing votes (unacceptable). Hiding the truth and killing people is OK"".\n\n#DWP #COVID19 #HS2 #pollution https://t.co/sJ2G3VuhwP"
32,.@HS2ltd #HS2 Unforgivable destruction “Nothing’s forgotten. Nothing’s ever forgotten.” https://t.co/TteA84nhEd
37,"#HS2’s costs and potential delays are running out of control, warn MPs\nhttps://t.co/e2x27jFEwd"
39,Taxpayers pay mounting #HS2 costs £106 BILLION AND COUNTING! 22 billion a snip to support taxpayers through the crisis #scrapHS2  @TheSun @grantshapps @TheMendozaWoman @Keir_Starmer @10DowningStreet @UKParliament @TaxJusticeUK @jonlis1 https://t.co/J5vv2sZe7j
40,#hs2\n@Andrew4Pendle \n@grantshapps \n\nHow many times do you need to be told to stop this total disregard for people unfortunate enough to be on the route of this nightmare \nYOU ARE ACCOUNTABLE! https://t.co/SJEHsptkvH
42,"Given massive pressure on national finances, the public won't trust the official cost of #HS2 https://t.co/H8trTFlZKY"
43,Hopefully we will see a last minute reprieve for this #internationaly important #wildlife #bird area....but as with #HS2.....the powers that be' will no doubt 'bulldoze' on regardless. Money money money again..an ecological disaster. No doubt some minister has a finger in the pie https://t.co/MNtS5wouSY
44,"#BorisJohnson promised an extra 350 million a week for the NHS after #Brexit . Now is a critical time, the #NHS needs this money, don't waste it on destroying #woodland and natural habitat. Use this money sensibly. #HS2 #forest #DESTRUCTION"
45,"Cancelling wasteful projects such as #HS2 and Trident is an excellent idea to help salvage the public finances, but the taxes would be counterproductive. The crony capitalism of the mega rich is best tackled by deregulation and ending various forms of corporate welfare. https://t.co/LcCzc6lquG"
46,"Sir Martin Sorrell on the @BBCr4today programme this morning talking about changes to business practices in a post #covid19 world with long term massively reduced business travel, flexible working hours, massive increase in working from home. #hs2 won't be needed."
47,What Biggles does not get is #hs2 #vestedinterests are selfish and pocket cash from the #gravytrain then walk away whereas others have the interests of us all at heart and want public money spent for public benefit as our #vestedinterests https://t.co/61TMrIA5tH
48,How many more times do uninformed “celebrities” with blue ticks have to say something that is a #lie before they get roundly called out on it by the media? #HS2 is #CAPEX #BORROWED and #STAGEGATED and #ANNUAL spending for which there IS NO POT OF £100 BILLION to switch to #NHS!!! https://t.co/d5nOmvyNOP
50,If you wait 6 years for #HS2 to do something and then they announce they are going to do it in the middle of a pandemic because of you pushing for it to happen - that is not ok. Especially when it relates to elderly people receiving letters that they may need help to read from...
51,Oh look somebody's woken up to the fact that the #HS2 white elephant has been producing excrement. https://t.co/ZLbh3iBqu0
52,"The utter contempt of WM for the folk is breathtaking. Torys #herd plan &amp; delays has compounded the #covid19 costs. \nGovt doesn’t have any money, they need folk to go back to work so their taxes can fund WM’s addiction to #trident , #hs2 #Weapons #military #HoL #WMcorruption https://t.co/PrISVwYmyK"
54,See sinister old\nAndrew Adonis\n is upsetting people again. The man who invented #HS2 and introduced Tuition fees. What a legacy. Student debt and the biggest vanity project in living memory.
55,Overkill indeed! Using masked aggressors in riot gear to enforce environmental vandalism! Shame on #HS2! We don't need #HS2 and can't afford it! #StopHS2 NOW to protect our irreplaceable ancient woodlands! https://t.co/NioatBzZ2r
56,Britain's public finances are facing disaster. Ministers need to get a grip and start cutting wasteful spending. HS2 and third-rate universities are obvious candidates. https://t.co/rmYOcRAjpH #HS2
57,Another stale one.\n\n#HS2 costs outweigh the benefits. No business could get a loan on a loss making business plan. What you are outlining is taxpayer subsidy. Fine but most people would rather subsidise the NHS. And if you want capex build hosiptals. https://t.co/5PGwu00UXU
58,This is the reality of HS2 Ltd. Breaking the Law by destroying wildlife habitats during the breeding season and attacking peaceful protesters. Shame on you @HS2ltd #StopHS2 #HS2 https://t.co/pR6neIGn8C
59,"The other week, #HS2 Ltd chief executive Mark Thurston had the cheek to claim at @CommonsTrans that #StopHS2 #HS2Rebellion protestors were putting @HS2ltd staff lives at risk during the #coronavirus #lockdown. Here's the reality. \n\n#NHSnotHS2 https://t.co/VdIGE5AHbs"
60,"It's difficult to see how public transport can be adapted to meet social distancing guidelines, while the viability of many routes will be undermined by increased video-conferencing and home working: https://t.co/FhA669Smf8 #HS2"
62,"HS2’s costs...potential delays running out of control, warn MPs.  I fear for a society which allows a such an absurd project.  Willfully reckless, stupid, destructive, brutal.  Building the future?  The opposite.  #HS2 https://t.co/3zhQumZM95"
64,"The #HS2 tree protesters are our conscience as a society. It’s OUR nature and WE need to stop this #ecocide in any way we can.\nI recall the phrase \nThere’s no justice, just us. https://t.co/5qmgxWFbDK"
66,"This is #CrimToryEngland where Private Companies run #PrivateThugs who pose as Police to assault Peaceful Demonstrators at a #HS2 fraud site - its their Democratic right to protest\n\nThis is Your Future!!! \n\nTens of £Billions being fraudulently hoovered by ""friends"" of Tory's https://t.co/DHHaeZ1MYk"
67,"And another #HS2 deer death Fencing off over 40,000 acres along hundreds of miles will kill 100s if not thousands of large mammals https://t.co/b1MeA4NmYL"
68,"#Trees truly are magnificent. Attacked by wind &amp; lightning, microbes, birds &amp; animals they often recover but their great forests can't survive the #human monkey onslaught especially from idiots like #Bolsonaro #HS2 #Trump #environment #forests #ClimateChange Leave them standing. https://t.co/2xqRz90UvH"
69,"Never mind saving £4Bn on a #Parliament upgrade, @BBCr4today, what about the huge £85bn waste on #HS2 ? And that will go over budget; scrap HS2 now, spend 1/10 of it on providing #FibreToTheDoorstep for whole of UK home working and use rest to offset #Coronavirus costs. #R4Today."
72,"#HS2 also fail to mention none of the 40,000 acres being devegetated on phase 1 alone are included as no carbon sink losses are  https://t.co/HjCbAXTz9Z"
73,this would be laughable if they weren't squandering the £100bn needed for our looming debt! #COVID19 #HS2 https://t.co/IO5KAG6VPR
74,As we witness each day more of the foolhardiness of the anti #hs2 'eco warriors' I can't help but reflect how this sums up the stophs2 movement's credibility https://t.co/EfB5vjg6UO
75,"We're Celebrating VE Day because we wanted to make a better world back then ... which we did ... for a while!\nNow Dr Brian May says we have the chance to do the same again ... less travel, clean air, treat #animals better, stop #HS2 &amp; #stopthecull 🦡 ...\nhttps://t.co/N2yCjLQxwi"
76,What? Destruction I presume. Or environmental historians. #HS2 will keep academics happy for years but back in the real world will only leave a trail of destruction and a very large bill. It will suck the life out of the rest of the railway system and slowly suffocate it. https://t.co/14vn6YlRF5
77,"FUCKING SCRAP IT #HS2 \n\nIt’s a waste of money\n\nMoney could be spent on improving existing transport systems, roads, train routes, stations. \n\nToo much environmental impact \n\nHomes lost \n\nYears of delays \n\nUncertainty of its actual usage \n\nBiggest waste of money so far #Tories https://t.co/GUcBlgBCb1"
78,"#HS2 was barely justifiable before #covid19,  now it's a totally unjustifiable waste of circa \n£90 billion #StopHS2 now @BorisJohnson"
80,There is no good news in this. Ancient woodland destruction continues for #HS2 . It is a madness. https://t.co/Hp4fahyvdR
81,#hs2 have written off Sunk cost of #hs2 to deceive the taxpayer! \n\nOver to you @Keir_Starmer @AnnelieseDodds \n\n@EdConwaySky @PickardJE \n\nhttps://t.co/fMh5J4rjl8
82,Brian May tells Boris to cancel #hs2 to preserve the environment.....I think we would all have a #streetparty if that happened! https://t.co/8TZTarYwru
83,"The IMF really is clueless. Politicians will just waste vast sums on pointless vanity projects, destroying wealth and worsening public debt in the process - which is exactly what happened when Japan tried this method to get out of its slump. https://t.co/rG8TaFuT8Z #HS2"
84,"Oh, look. Yet another in a long list of #hs2 antis who posts something in response to you, then blocks you and runs away...#stophs2isdead. https://t.co/TPUZ2xmjsb"
85,Bank #Bailouts after the crash = £500 billion\n\n#Trident = £200 billion\n\n#HS2 = £106 billion (and counting) \n\n#Taxevasion = £70 billion \n\nCost of #FurloughScheme until October = £70 billion\n\nThere's no excuse for putting money before people.
86,Aren’t there any MP’s in the UK who care enough about this to support @ChrisGPackham???\n\nOur precious woodlands and wildlife are being trashed for absolutely NO good reason. It’s wanton destruction 😰😰😰\n\n@BylineTimes #HS2 #COVID__19 @YvetteCooperMP @Keir_Starmer @WoodlandTrust https://t.co/WhICFGD1tL
87,I'm with Des I've had the displeasure of meeting Boris and being lied to him by him alongside his constituents I thought #HS2 was bad........ https://t.co/6TyTeCHkBR
89,"Appalling treatment of peaceful protectors, opponents of #HS2 wanton destruction of the natural world. https://t.co/DRl1oPEqdo"
90,#Lockdown bill so far = £300 billion. #HS2 is costing £120 billion. That's a good start to paying off the bill. Simples #wato @lbc
91,There is no excuse for hiding the nature and extent of the problems the project was facing from Parliament and the taxpayer: https://t.co/V1t56lz6Cs #HS2
92,Surprise surprise hidden cost and handling of #HS2 £100 bn\nNothing for hungry children\nNothing for disabled people \nLike the #russianreportover \nLike SAGE \nDemocracy dead UK \n#r4today
93,"HS2 | #HS2 Ltd acted “irresponsibly” by failing to satisfactorily respond to safety concerns raised in relation to its proposed three tunnels into #Euston station, lawyers for #Camden resident Hero Granger-Taylor told a court https://t.co/2574VSIC7I"
95,#HS2’s costs and potential delays are running out of control. Another #national #embarrassment over budget 10 times when ready. @stophs2\n@HS2ltd @HS2Parliament @countrywalking @RamblersGB @GreenAllianceUK \nhttps://t.co/nmDYw5k7cu
97,"#CriticalThought\nThis 🇬🇧 Gov’ could well be a fake puppet show. They spend OUR bloody hard-earned taxes like it was FREE funding for the likes of #HS2, extra runways, 5million useless tests, etc: \nWe the sheeple, have to have a say where the money goes, that is not this Gov’ https://t.co/P7KeBvP7Y8"
98,"Broadly the same as #HS2? We know you love a big mega-State but no tax rises needed @RishiSunak \n\nJust cancel the victorian solution to 21st century problem, Zoom has superceded it\n\nIn fact, slash taxes &amp; create the pro-biz conditions for us to create our own Zoom, TikTok etc https://t.co/JsAudpvyvX"
99,"#HS2 This article misses the point, the crux is not how long DfT concealed costs, it is when they came clean to MPs. They hid the cost increase until the P1a \nbill passed &amp; the Stocktake with £30bn increase was ‘formally’ delivered to DfT 2 days later\nhttps://t.co/eKPHaGMS3W"
100,Completion dates 2030-2040 are too late for #HS2 to offset emissions &amp; help prevent catastrophic warming beyond 1.5 °C\n\nIn 2009 avg warming reached .8 °C \nIn 2019 1.1 °C\nBy 2030 1.5 °C \nBy 2040 close to 2 °C\n\nWhy destroy #NaturalClimateSolutions - the best chance we have https://t.co/GtrWc91bXG
101,"So if correct This Shambles of a Govt now wishes to make the Public Service Workers pay for Covid19 as well as the OAP's with either frozen incomes or loss of benefits, YET #HS2 continues with the Govt fiddling #HS2 books whilst we have to pay and suffer. Something badly broken. https://t.co/pu26dtoP3T"
102,Utter shame on you @HighwaysEngland. Anybody who tragically supports #HS2 because it will 'help to take traffic off the road' have a word with yourself. Yet more wanton destruction of our precious natural world. If you keep building roads people will keep using them 😡 https://t.co/pPycppowuB
104,"“If we could return to  1990s, &amp; the battle which consumed so much energy &amp; anger, would we turn back the clock &amp; wish HS1 away? Or is there a lesson that  - despite widespread misgivings about #HS2  - it will one day bequeath a valuable legacy that long outlives the controversy” https://t.co/pxQZarH4mj"
105,Time’s up on #Hs2 - please @nationaltrust @WildlifeTrusts @NaturalEngland @piersmorgan @ChrisGPackham protect our vanishing wildlife #NHSnotHS2 https://t.co/5mOvq238tn
106,"Yes @RishiSunak it will be economic crisis like never seen before. We would look a lot better if it wasn't for ten years @Conservatives  austerity, corporate tax evaders, vanity projects like #HS2 #Trident @Keir_Starmer when will you wake up? Toothless opposition"
108,If the environmental vandalism was not bad enough #HS2 costs and delays are out of control. The damning report by MPs @CommonsPAC on project mismanagement and being misled by Government is exceptional. End this now!  https://t.co/2yWQn8PKTD
109,Based on out of date information &amp; ignoring sunk funding to arrive at BCR figures &amp; there is still no need for #HS2 as if capacity needed can &amp; is provided for by tweaks to existing systems plus new signaling.\nStill no concrete cost nor is it Eco/Carbon friendly for 120yrs. https://t.co/u68BzDr7F6
110,HS2 Ltd accused of acting “irresponsibly” by failing to satisfactorily respond to safety concerns raised in relation to its proposed three tunnels into Euston station: https://t.co/bQqGjqMTyv #HS2
111,Given the absolute state of Gov finances with this pandemic wouldn’t it make sense to cancel  #HS2 ??
113,"#HS2 was never going to be handled with care for the environment, because they don’t care. https://t.co/BaU7iKZEIh"
114,What you see here is @BorisJohnson's corrupt &amp; violent #HS2 Look at how they rush to protect the assailant &amp; completely fail to offer first aid This wasnt an accident it was an intentional criminal attack by @SIAuk believed @Ataliaservest who hold the security contract https://t.co/tUzsdFbTDA
116,Yet another example of OUR nature &amp; wildlife being destroyed. In Buckinghamshire it's happening because of #HS2 - wonder what the excuse is in Devon? https://t.co/F3yIJmIHLq
117,So why all the cuts too Classic Rail. #HS2 spouts totally untested statements that have little or no relationship to the TRUTH. In 10 yrs they have done nothing but lie and now destroy the English Countryside. This is the biggest Ripoff any Govt to date has pulled off &amp; we pay. https://t.co/4VR9lbmi4c
119,#HS2’s costs &amp; potential delays running out of control warn MPs https://t.co/FoTlTIrUky\n#StopHS2 #NHSnotHS2 #WildlifeCrimes #Ecocide #RethinkHS2
120,#HS2 #COVID19 \n\nDoes the pandemic support my (previous) theory that HS2 will be irrelevant before it is completed due to digital solutions. Or will capacity need to increase to carry those who need to travel and socially distance. £1600 LON/MCR return?
121,It seems quite clear that there is  fraud on a vast scale within #HS2 why is no-one investigating this abuse of tax payers money? @BorisJohnson @grantshapps @Andrew4Pendle @UKLabour @Conservatives https://t.co/KWQ9wyCesP
122,More destructive #HS2EnvironmentalImpact yesterday during the #BirdNesting season #NHSnotHS2 #StopHS2 #RethinkHS2 #XR #XRebellion #HS2 https://t.co/E0QkwoGmjj
123,I spent the best part of a day with a borrowed ladder taking slates off of my roof in an attempt to rescue 3 trapped birds from dying... I thus find it heart breaking to read of the continual disregard to wildlife by @HS2ltd - @BorisJohnson @grantshapps #HS2 is a disgrace.
124,"This road was built to access #HS2. Just one of many. Seeing this today, reality hit home. \n\nWill it be worth it after this pandemic &amp; how expensive will tickets be? \n\nBoris’s white elephant at our expense. It’s the millennium dome all over again!  @ChrisGPackham #StopHS2 https://t.co/OKUQjThyJX"
125,"You gave more to the banks in the crash,&amp; you're pissing more against the wall bank rolling the white elephant #HS2 so relax,I used to think you Tories are cold hearted. But you get quite emotional when you have to help workers &amp; the poor. https://t.co/9JFyLFne01"
126,"You are very lucky, but 100+ Ancient Woods will be decimated by HS2 if built. Is the one you walked in under threat from HS2? I have a feeling that it is not. #HS2 People like yourself will be unable to enjoy the tranquility of any of those 100+ Ancient Woods. @NetsNot @mcahs2 https://t.co/5jvkDBaw6G"
128,Shame on you ⁦@HS2ltd⁩ - keep your security at bay! And to the #HS2 supporters: there is nothing you can tell me to make me accept that my tax money go in the pockets of violent thugs. #StopHS2 #NHSnotHS2 #ShutTheSites  https://t.co/Twwagc5D2b
129,Once again the government have given the monkeys the keys to the banana cage . . . the previous CEO got £2 million in less than 2 years . No wonder they don’t want to stop the gravy train . #HS2 #NHSnotHS2 https://t.co/nMblkvrpdY
130,Low carbon in 120 years minimum. Too late. Old tech. #Fraud #ecocide #corrupt so bored of your lies #HS2 https://t.co/CzmXvTHvuk
131,Still Day 27 thinking more about the detrimental effects #HS2 will have on #nature &amp; #wildlife especially after watching all Dinky Dots Hard work &amp; love😔 How PPL can destroy habitats \n#TwitterNatureCommunity #naturelovers HELP🙏Beautiful tiny birds shouldnt rely on us 4 homes!😢 https://t.co/XW5lh9ezlH
136,Pity its NOT new money but existing money already promised but not delivered.\nAlso a pity it's only £2bn when your spending well over 50 times that on #hs2 which will lose at least £20bn before its built and cost the UKplc taxpayers over £10bn a year to pay interest and run. https://t.co/cgGtnUolhx
137,"Still a waste of money, even more so if phases 2a n b get shelved due to costs spiralling out of control.\n\nAnother mess of this govt's making.\n\nhttps://t.co/0IecvyGwRz\n\n#HS2\n#ToryShambles"
139,"What a childish response. As stupid as me saying I blame your parents for your actions. Oh sorry , you are a Goody Goody are you not. How do you know what the views of the parents are. But then, you cannot tolerate anything that upsets your High Speed Nirvana. @grantshapps ~+#HS2 https://t.co/wyG1P2ABMJ"
140,"Why is #Hs2 going ahead when we obviously cannot afford it?@RishiSunak @BorisJohnson @MattHancock #NHSnotHS2 Aside of course from the criminal destruction of ancient and irreplaceable woodland, this is a vanity project the country cannot afford. https://t.co/XoIFjPLkHk"
141,"#HS2 destroying England's green &amp; pleasant land, what a waste https://t.co/RrEgMyqs1W"
143,"CHALK WASHES AWAY. ANCIENT WOODLAND FELLED FOR #HS2 CANNOT BE RESTORED OVERNIGHT! \n""chalking plant names in the UK is illegal without permission or “lawful excuse” and a rebel botanist could be fined up to £2,500"" https://t.co/6NWOYE7kpJ"
144,"😱 #HS2 Utter waste of money, spoiling the beautiful countryside, money should have been spent on far more important issues. https://t.co/rFhLzoWhOq"
145,It seems quite clear that there is  fraud on a vast scale within #HS2 why is no-one investigating this abuse of tax payers money? @BorisJohnson @grantshapps @Andrew4Pendle @UKLabour @Conservatives https://t.co/z18j1OSe44
146,"Both @XR4HS2 and @Greens4HS2 started in April, along with a cacophony of pro #HS2 voices. Classic PR Astro Turf. That’s your money being spent on lying to you about a waste of over £100 billion of your money. The environment and business arguments were trashed by @nef years ago https://t.co/aBl115krzk"
147,"#HS2 .. this has to be the law that  stops them surely?... they're risking peoples lives as well as murdering endangered species, nesting birds and destroying legally protected sites. We must all come together. Our time is now! Earth Law! We the People! https://t.co/DdQs6SSNCa https://t.co/TXvTU2KOeO"
148,#HS2: Going off the Rails? https://t.co/B1jipeiERJ via @YouTube For anyone who wants to study the body language of someone lying their heart out just watch Mark Thurston here on Panorama. Just when did the HS2 fraud start? What motivated the deception of Parliament?
149,"#NHSnotHS2 ancient woodland acts as a carbon sink and rich ecosystem, taking thousands of years to develop and now the UK only has 2% left by land coverage. #HS2 threatens 108 of these ancient woodlands and is costing at least £88 billion!! Share the video STOP HS2 https://t.co/efZQDMUUld"
150,I don't know why #HS2 has become such a totem for protestors on account of its impact on woodland. It's tiny compared to other threats. And we need every tool in the box to get CO2 - the real threat to habitat - to zero. https://t.co/ucL0f48jon
151,#HS2\n#Tories ignoring the needs of the North and Midlands\nhttps://t.co/AjwpHlTY7m\n#StopHS2\n#Corporations\n#CorruptPoliticians\n#Tories\n#FollowTheMoney\n#Deforestation \n#EnvironmentalDegradation\n#CommunityRights\n#HumanRights\n#Democracy \n#WhereDoTheChildrenPlay\nhttps://t.co/UEpLBTGKAZ https://t.co/U19qJyngcu
153,Easily reduce that bill by £100bn it by cancelling the ludicrous white Elephant #HS2 https://t.co/KnzIHwy8Ox
154,"A beautiful lament for all the ancient woodlands, both named and unnamed, being destroyed or damaged to make way for #HS2 https://t.co/HHvjguzlsr #StopHS2 #StandForTrees #folkmusic #ExtinctionRebellion https://t.co/GUFq9DekrO"
155,Despite #coronavirus pandemic they're crazily destroying internationally protected wildlife sites &amp; #AncientWoodlands @hedgehoghugh tells @kayeadams.\n#HS2 is a #WhiteElephant more absurd than ever because while we're building it we're realising we don't need it.\n@BBCCountryfile https://t.co/2oskNvM6KN
156,#HS2 requires massive amount so water we simply do not have  The idiots running this country don't care as they pass the responsibility buck every single time https://t.co/bESrFek6f9
157,#HS2\n “The heart has been ripped out of these irreplaceable woods in prime breeding season.”\n\nFor a massively expensive white elephant\nhttps://t.co/cLjm2OS7qH
158,#HS2 This scheme should be scrapped. It's not fit for purpose. The UK will need the money this is going to cost for far more important things. This should never have been allowed. Improve the trains and services already in place. Stop pandering to the rich!!!!
159,True Greens know that we only have 10 years to start to turn climate change around. #HS2 won't be ready for 10 years &amp; won't be Carbon neutral for 120 years - HS2's own figures. And we need to be preserving tree cover &amp; natural habitats not destroying them. #StopHS2 #GreenParty https://t.co/0tRsYYUoC4
160,"Please sign the #petition: cancel #HS2 and use the money for the #NHS and local economies, post #COVIDー19\n\n#StopHS2 #austerity\n https://t.co/YcG6UmIvyY"
161,"#Rishi what I can't understand is the amount of tax payers money you're wasting on #HS2 Money that should be used for #taxpayers in a desperate financial situation, Still you choose to ignore #newstarterfurlough. We don't need your train line we need financial support @RishiSunak"
162,"Crikey, even Greenguage 21 don't think #HS2 provides answers to what the North and the Midlands need and says that won't be until 2040s anyway. Need other improvements now\n\nNeither HS2 nor Northern Powerhouse Rail solves ‘core problem’ of rail in the North https://t.co/R4YYPGZxxZ"
166,"UK\n£14 billion pa on #DFID [wasted on despotic regimes]\n£107 billion on #HS2 [a white elephant, no economic case]\n£300 billion on #Covid19 [outcome no different to Sweden’s]\n£1000 billion on #NetZero [uncosted, will make zero difference]\n\nALL of this waste should be scrapped!"
168,"There is no excuse for the barbaric treatment of our ancient woodlands, wild creatures, and the caring, upstanding humans who are trying so hard to stop #HS2 #StopHS2 @HS2Ltd https://t.co/tGCPbCHQgR"
169,#HS2 say they're only taking a 'small fraction' of our precious Ancient Woodland. That is like cutting a 'small fraction' from the Mona Lisa &amp; putting her into a cheap wooden frame. 60000 replacement saplings have already died. It can't be done #NHSnotHS2
170,The biggest example of corruption at the heart of our Parliament\n#HS2 https://t.co/JIY2cFKRri
171,#HS2 waste of money that could be better spent rather than pouring money into the pockets of the wealthy &amp; globals https://t.co/zDpcsF23jH
172,"#HS2 #environmental staff “watch a tree for 20 minutes &amp; if a bird doesn’t fly out they chop it down. That’s like saying if we watch someone’s house for 20 minutes without the curtains moving we can knock it down, 👶 and all &amp; burn the contents.”\n\nI paraphrase. #ShutTheSites https://t.co/82BxVoMe8I"
173,"Or how about, @10DowningStreet, delaying #HS2 instead so that local leaders like @AndrewHWestern can do the right thing and start creating sustainable cities now: Manchester becomes latest UK city to delay clean air zone https://t.co/iK8bXr8pMU"
174,"Local authorities are delaying clean air zones because of 'the difficulty in carrying out widespread consultation while ensuring physical distancing.' Does this mean, @10DowningStreet, that #HS2 workers have already found a vaccine? https://t.co/x2giVuJVzh"
175,#HS2 has never made sense In the pandemic it's even more insane Why are we still forging ahead breaking every law in the country? Because were economically shackled to the hilt to #China It's their project &amp;  we're the puppets They are doing the same thing all over the world https://t.co/QN9tEWfAJx
176,"HS2 Will:\n\n-Destroy 108 ancient woodlands and over 700 special wildlife sites.\n-Pollute an aquifer providing 2 million people with drinking water.\n-Cost over £100 billion.\n- Cost tax payers at least £3,375 each.\n\n#NHSnotHS2 #StopHS2 #Ecocide #HS2"
178,#HS2 caring for wildlife ..lies carbon neutral..lies..and £56 BILLION other lies!  This dear latest casualty of HS2 along with all the other illegal ecocide already commited ⁦@katemacrae⁩ ⁦@UKParliament⁩ ⁦@EnvAgency⁩ ⁦@Keir_Starmer⁩ ⁦@Coldwar_Steve⁩ https://t.co/MnS78XcrT7
179,"Given massive pressure on national finances, the public won't trust the official cost of #HS2\nhttps://t.co/efEs2EDpFU"
180,"#AskRishi  Why are you still spending so much on #HS2, when the return on investment is so poor,  the business case is undermined by videoconferencing, and the public-sector-finance outlook is now appalling?"
181,"This pulls the rug from under #hs2 antis claims that their sites should be shut down because of Covid...""Productivity also improving on Build UK member sites"" https://t.co/NhfVlHitpK"
186,"#HS2 When the fraud details come out, They will try to pin it all on Kelly &amp; she will retire with nice pension &amp; stay stum. This can’t be allowed, it is malfeasance in public office to the tune of £30bn. If she does not tell full story her pension should be revoked &amp; face prison"
193,"👇 and yet they ploughed ahead with it anyway,during our lock down , when no one could be there to protect ancient forests &amp; the animals that peacefully lived there.Paying security firms &amp; police to protect their barriers in order to hide their Ecocide crimes #HS2 #Stophs2 https://t.co/gZoAPzAxwh"
194,And sorrow and frustration when its being torn to shreds an ecinomy busting #HS2 white elephant project. Thats why we want to save our precious woodland https://t.co/j7f7XQhcLJ
195,"This is the future, not centuries old tech that #HS2 is based on, an energy wasting slow white elephant #StopHS2 now and save £600bn https://t.co/g8b22nsEPI"
197,The government are allowing lies &amp; malicious #HS2 planning or sheer incompetence to be accepted &amp; swept under the carpet- how many more times will we hear that its all under control - the out of control gravy train must be derailed now and Money used for #Covid_19 @RobBAylesbury https://t.co/tIUXI3mhsb
198,#HS2 destroys all creatures great and small . Latest victim suffers prolonged death. Tax payers foot £106 BILLION BILL on this gravy train https://t.co/GxH5eD00i1
200,#HS2 not just wrecking the economy but everything in its path animal people property £106 BILLION ecocide and fraud https://t.co/oHKQIViKFz
